fid,ndmi_1,ndmi_2,ndmi_3,ndmi_4,ndmi_5,ndmi_6,ndmi_7
15671,0.124693994,0.200921196,0.149066887,0.123329128,0.120024673,0.133607145,0.133407335
15672,0.120619219,0.216161667,0.169132948,0.161421217,0.14940387,0.145754922,0.124957009
15673,0.075224307,0.146120666,0.104223459,0.089916836,0.046116604,0.048153348,0.053300818
15674,0.110719199,0.154854202,0.136211713,0.103138707,0.112092842,0.105991871,0.106294556
15675,0.077173153,0.145574881,0.124152687,0.095097658,0.088119693,0.094384825,0.093377631
15676,0.040168206,0.071684563,0.054028302,0.05881588,0.036149357,0.028744648,-0.009688159
15677,0.04624221,0.099271909,0.069265073,0.044870465,0.028490771,0.032994876,0.054401141
15678,0.051672253,0.108905842,0.072169113,0.085496133,0.069293063,0.071090371,0.058110403
15679,0.125002256,0.170304951,0.140402142,0.105083702,0.103431912,0.104841824,0.111771585
15680,0.107112373,0.179202384,0.133293617,0.129392864,0.106205377,0.102645144,0.092152461
15681,0.029760885,0.110480485,0.052837915,0.034956815,0.019251629,0.020838611,0.029267941
15682,0.003715845,0.042937148,0.025908572,-0.009464494,-0.016864815,-0.010176902,-0.005207203
15683,0.125005326,0.197729736,0.132035346,0.12731637,0.115840505,0.11922463,0.121080019
15684,0.074337769,0.150139646,0.112788424,0.108968462,0.106352191,0.109243252,0.09546185
15685,0.103567095,0.190184938,0.119058622,0.109934087,0.079450509,0.094447452,0.078610468
15686,0.033246644,-0.013150022,-0.011729544,-0.040302872,-0.029990411,-0.023646848,-0.032188539
15687,0.149150493,0.208753189,0.145779139,0.121030747,0.12231449,0.130168212,0.122055058
15688,-0.099710098,-0.082793328,-0.007331808,-0.086166386,-0.07525977,-0.071026014,-0.063563222
15689,-0.026167225,0.043128825,0.01189085,-0.031395209,-0.027662088,-0.027329745,-0.022436061
15690,-0.066113118,-0.039197878,-0.028025648,-0.052759216,-0.035017196,-0.031534236,-0.020858248
15691,-0.009251645,0.009060382,0.014575047,-0.003867869,-0.002577566,-0.039691038,-0.005489211
15692,0.032158253,0.061971815,0.057640688,0.034509698,0.04402717,0.051345856,0.038891337
15693,0.048260782,0.106928745,0.083802107,0.086157042,0.046672048,0.029513453,0.042757433
15694,0.086893381,0.164840974,0.118197514,0.104108205,0.087836664,0.08855814,0.075200563
15695,0.051575157,0.112186695,0.084069068,0.076903699,0.080871026,0.062746579,0.065413876
15696,0.07847312,0.119239056,0.084474295,0.074145877,0.044154198,0.047861766,0.077735734
15697,-0.04556474,0.034089897,0.030338585,-0.022966905,-0.004407741,0.002074935,-0.030748541
15698,-0.019625339,0.035871784,0.009319789,-0.018955603,-0.009312041,-0.015582287,-0.001247328
15699,0.095889028,0.184194029,0.124957857,0.119591889,0.100266135,0.103697939,0.101597177
15700,0.054967055,0.099493529,0.073851007,0.053422598,0.05028039,0.04972447,0.047206857
15701,0.051853631,0.120147268,0.069944831,0.076381331,0.05078916,0.04037373,0.044256069
15702,0.090831653,0.144284947,0.099055554,0.095613445,0.062863439,0.085759171,0.090783317
15703,-0.042890813,-0.030662115,-0.044614002,-0.03781516,-0.012066598,0.006478261,0.006794702
15704,0.026382888,0.124278237,0.070637821,0.026202208,0.068586909,0.068123305,0.053529779
15705,0.035600821,0.059187548,0.015295002,-0.017694909,-0.009611957,0.011907209,0.026020175
15706,0.116180038,0.234596433,0.16872538,0.137637864,0.112262058,0.109258445,0.104961144
15707,0.049211602,0.133583273,0.051556736,0.024698824,0.027495124,0.030528826,0.048164634
15708,0.186918229,0.251599794,0.206865465,0.14570702,0.180983524,0.185325843,0.187858763
15709,0.080024339,0.11020794,0.07669312,0.135433726,0.078907668,0.052341445,0.041664389
15710,0.058757415,0.125513929,0.061378554,0.068210999,0.07882071,0.043392113,0.055520699
15711,0.054545983,0.092995842,0.076762178,0.067504532,0.06210712,0.055485146,0.058819932
15712,0.143375733,0.203673905,0.136760074,0.154078629,0.137838815,0.143647279,0.13286746
15713,0.120298933,0.17478922,0.130641073,0.117826169,0.109182213,0.10286352,0.097251972
15714,0.108571078,0.154975817,0.102757901,0.070606524,0.074520286,0.074725901,0.07261035
15715,0.021072609,0.137775117,0.098915731,0.064965789,0.076680734,0.092460586,0.047749517
15716,0.067837102,0.1214842,0.075420822,0.036984805,0.039448701,0.038839942,0.024759292
15717,0.051513205,0.102228476,0.048787436,0.040707512,0.048750245,0.049845737,0.063143477
15718,-0.125208073,0.03533058,-0.070368942,-0.132554126,-0.122349553,-0.115288726,-0.08505773
15719,0.164760035,0.245975399,0.163131925,0.164375734,0.137008009,0.153576315,0.167317905
15720,0.111027243,0.176984468,0.134111788,0.128689049,0.090956879,0.095170605,0.087019593
15721,-0.075257242,-0.038929077,-0.054969044,-0.080003064,-0.068947287,-0.064626066,-0.049538477
15722,0.071307122,0.141634811,0.090113998,0.077197174,0.059214374,0.06406904,0.06662084
15723,0.094626614,0.166051583,0.121641838,0.105466162,0.099054406,0.088301182,0.088610043
15724,0.02644749,0.098494032,0.05815564,0.04776565,0.025170562,0.024057557,0.032737973
15725,0.061369977,0.146921229,0.10636702,0.088788794,0.07592072,0.056940433,0.059077479
15726,0.105750912,0.174220294,0.107741567,0.119543365,0.092589887,0.086260106,0.09890027
15727,0.127261551,0.198534987,0.13853405,0.151704826,0.124516574,0.1293885,0.140432547
15728,0.069934552,0.14562795,0.094785887,0.068199706,0.059333218,0.059129794,0.066666305
15729,0.088082654,0.139632298,0.090617897,0.085492609,0.068487198,0.062425497,0.048887875
15730,-0.024558601,0.027936656,0.017158543,0.007604508,0.001378132,-0.004910134,0.003578823
15731,0.154283619,0.224429722,0.15430605,0.152781858,0.158038125,0.147955292,0.147360554
15732,0.172188131,0.235361759,0.173169652,0.140447812,0.147719773,0.152006538,0.152186217
15733,0.16294299,0.236852447,0.165010088,0.153458652,0.149921277,0.141284407,0.121829706
15734,0.068883369,0.179636064,0.133368585,0.157258581,0.112883111,0.084174741,0.080878978
15735,0.087672059,0.163208348,0.128404942,0.116492772,0.099565768,0.089461482,0.084453208
15736,0.133845964,0.181860141,0.108353167,0.066371158,0.079465104,0.108478951,0.125837906
15737,0.148394727,0.202806529,0.1498294,0.149455015,0.16365587,0.121962753,0.12038996
15738,0.036736195,0.09902301,0.064368022,0.037194674,0.029872114,0.049242056,0.04253237
15739,0.096154028,0.148935371,0.111660632,0.098230393,0.068867519,0.0869713,0.077987859
15740,0.132657726,0.21356574,0.154469914,0.122901343,0.130624961,0.126323656,0.132543695
15741,0.05387005,0.090888923,0.057482025,0.05732847,0.059706582,0.041477736,0.030469885
15742,0.105514298,0.187951532,0.123329381,0.098404882,0.091459796,0.073129262,0.088578637
15743,0.063298649,0.095649337,0.07683849,0.05862744,0.028648208,0.029952791,0.046338737
15744,0.081643012,0.061674875,0.036617048,0.046502973,0.042340369,0.038695954,0.054352685
15745,0.084522587,0.16218066,0.133747084,0.11337782,0.098855575,0.081440959,0.077064123
15746,0.065531202,0.131472385,0.099140567,0.103307507,0.085012091,0.083290296,0.06627365
15747,0.138983286,0.233595499,0.178835522,0.118790144,0.106886791,0.120592679,0.11371603
15748,-0.068516352,-0.024852023,-0.025536436,-0.072392451,-0.066071972,-0.059964464,-0.039539027
15749,0.114732638,0.192445274,0.139926571,0.125385431,0.090239035,0.017410515,0.03492052
15750,0.100630384,0.181567016,0.130911868,0.122282186,0.071789775,-0.059370568,-0.042373616
15751,0.127076908,0.176916566,0.125212267,0.120062149,0.101410631,0.104290831,0.120643887
15752,0.106735473,0.230515766,0.175762941,0.072200099,0.090667447,0.086318521,0.100559226
15753,0.125291141,0.137946849,0.088577538,0.105918506,0.101978316,0.13028876,0.139452596
15754,0.154155384,0.221247079,0.165571917,0.155279524,0.131626627,0.141511547,0.150945495
15755,0.182001264,0.178664874,0.147053093,0.160532492,0.130435319,0.184670907,0.173970106
15756,0.105956089,0.173892967,0.130726552,0.158106048,0.131462203,0.11949295,0.108409766
15757,0.046842176,0.116500526,0.068256573,0.097253028,0.06418922,0.065309324,0.073418694
15758,0.1159825,0.18512755,0.131632677,0.139122204,0.110700536,0.114979035,0.124722556
15759,0.018038628,0.086177947,0.03871826,0.064224744,0.028687341,0.028996249,0.052573955
15760,-0.081818763,-0.054973244,-0.050001987,-0.066359917,-0.042869576,-0.035218462,-0.026505524
15761,0.111008376,0.194763146,0.125233662,0.125142998,0.105486769,0.130883115,0.117553555
15762,0.100166285,0.171848378,0.12606592,0.109521948,0.105261529,0.098238775,0.110019845
15763,0.078091065,0.178337126,0.077521974,0.073901111,0.072719393,0.085272948,0.079988059
15764,0.117763522,0.182851903,0.167850302,0.125322409,0.107437792,0.11470941,0.116886665
15765,0.155289793,0.214574759,0.195658167,0.185247155,0.17336216,0.16357713,0.152208265
15766,0.051965397,0.109126291,0.07065882,0.08558289,0.066254912,0.072937801,0.075090481
15767,-0.069411242,-0.032473269,-0.047860528,-0.070994604,-0.058202993,-0.053700909,-0.047023844
15768,0.136647454,0.224136874,0.170759061,0.152647855,0.118731852,0.123632405,0.13826706
15769,0.081146994,0.117104691,0.086714018,0.100165142,0.095931628,0.089766942,0.079282631
15770,0.000430186,0.052045924,0.009576277,0.021230636,0.01411887,0.006468289,0.00751362
15771,0.102843563,0.176582159,0.122390018,0.098234786,0.079590487,0.080916441,0.090237659
15772,0.051277956,0.131730047,0.075106743,0.043694852,0.036490211,0.039720922,0.038083756
15773,0.19676563,0.212403789,0.17848517,0.17687611,0.175687943,0.185317679,0.182843744
15774,0.152743102,0.236755538,0.173049586,0.183688801,0.170166896,0.169114604,0.152687401
15775,0.09857273,0.120850314,0.070021481,0.05672308,0.056617047,0.063418649,0.074749762
15776,0.169078173,0.228006843,0.177161498,0.161985442,0.140541623,0.138788541,0.148424849
15777,0.147746021,0.235619126,0.177900728,0.190346798,0.16155073,0.153821306,0.141231505
15778,0.032425654,0.10445195,0.057228201,0.040029445,0.052222498,0.044434408,0.044288221
15779,0.152249434,0.253526776,0.182910961,0.15646323,0.135741554,0.132999871,0.126947836
15780,0.067975014,0.13105896,0.096279683,0.0885773,0.080034052,0.071319125,0.067900773
15781,0.123712647,0.18139991,0.144136285,0.144194195,0.092541956,0.093377805,0.09964868
15782,0.150930314,0.218846465,0.181088325,0.151862774,0.162093578,0.149615943,0.136715072
15783,0.012494174,0.05437349,0.028129277,0.012267965,0.01379615,0.018708312,0.027376936
15784,0.143863226,0.227035938,0.152438281,0.185944259,0.170409375,0.169449799,0.170757319
15785,-0.060423451,-0.021284283,-0.029198698,-0.058291594,-0.052713539,-0.049534945,-0.045140736
15786,-0.00209022,0.03352732,0.036805649,0.046010558,0.024454622,0.009269763,-0.00968407
15787,0.176210786,0.23468057,0.180095127,0.16185454,0.139804625,0.146228519,0.154952294
15788,0.070731094,0.120079951,0.099552349,0.085066499,0.071871478,0.084815287,0.074605562
15789,0.053448884,0.076745274,0.051037113,0.05184645,0.049685337,0.045682019,0.044719079
15790,0.113985337,0.168005637,0.126423819,0.096227417,0.084495878,0.096993886,0.105220099
15791,0.172496889,0.218223028,0.174155265,0.166301693,0.15797544,0.170729068,0.17389552
15792,0.12467258,0.176918765,0.107991633,0.115625591,0.10712349,0.101508473,0.092348045
15793,0.158112766,0.198798694,0.156749455,0.139711245,0.123629481,0.130944241,0.131501471
15794,0.080191386,0.136104498,0.099038834,0.093288239,0.060646993,0.07622498,0.069686496
15795,0.163360231,0.225663313,0.183481511,0.136618699,0.160460353,0.171771858,0.163259683
15796,0.137846892,0.225071953,0.166934068,0.124197876,0.112547152,0.112179958,0.11552816
15797,0.059920533,0.09666397,0.08503059,0.06989159,0.06596482,0.067866562,0.065621907
15798,0.051550972,0.109442436,0.0602028,0.047581943,0.042504488,0.040325643,0.059039199
15799,0.176688115,0.246001184,0.150321552,0.194109095,0.147782714,0.159060048,0.144721725
15800,0.117715571,0.193530222,0.147924739,0.202139776,0.17313024,0.154722511,0.137596733
15801,0.067788095,0.151477457,0.092426552,-0.082191798,-0.085480352,-0.089706209,-0.071588157
15802,0.169329864,0.219756417,0.185029491,0.159171633,0.156580307,0.181896145,0.178914932
15803,0.035165486,0.085790365,0.054777964,0.057677716,0.02848471,0.032964468,0.051633036
15804,0.053337297,0.116680025,0.087192761,0.077990645,0.052119393,0.055247287,0.066540872
15805,0.113015169,0.213896805,0.170496315,0.142872776,0.140979651,0.13882003,0.110814341
15806,0.155816525,0.220805114,0.185572272,0.153918422,0.126419097,0.146995884,0.139351224
15807,0.093373553,0.1642255,0.140502797,0.127564992,0.097036386,0.107182188,0.103810622
15808,0.085831648,0.17676138,0.128897893,0.091357103,0.070605139,0.088960684,0.095394753
15809,0.029906296,0.07840116,0.034449131,0.011670259,0.055715293,0.027791791,0.055365456
15810,0.10926554,0.208914718,0.172911747,0.158493195,0.128829586,0.112530058,0.093904759
15811,0.122351989,0.208523837,0.16395309,0.138408507,0.12555041,0.131917135,0.142280707
15812,0.120550859,0.191995041,0.138518333,0.131651338,0.128992236,0.146115817,0.165812276
15813,0.053803147,0.124394045,0.090592969,0.002516726,0.024482614,0.018063806,0.009711588
15814,-0.03645331,0.01835956,-0.003422868,-0.011993303,-0.031144175,-0.024087749,-0.009489706
15815,0.059391322,0.123364457,0.073543125,0.049695796,0.029516862,0.030260464,0.037137179
15816,0.086562571,0.167057661,0.115803571,0.091890691,0.079497189,0.092958309,0.098792907
15817,0.039344467,0.12509557,0.072841572,0.051860157,0.041484208,0.04099732,0.070068984
15818,0.011988388,0.058260534,0.023827161,0.011983307,0.031133311,0.066194252,0.057714543
15819,0.062389973,0.156279836,0.126454955,0.087851844,0.066803876,0.064159519,0.059042079
15820,0.037122446,0.101231998,0.059723157,0.027830329,0.025835305,0.039101093,0.044181224
15821,0.089350716,0.162477142,0.126815236,0.096630054,0.06779202,0.071306783,0.089192416
15822,0.052059552,0.071682915,0.036604632,0.029323701,0.020053684,0.029638544,0.048684088
15823,0.019641831,0.103027879,0.05035414,0.020408209,0.018940844,0.012213531,0.042960976
15824,0.131078137,0.219399728,0.13861212,0.110361337,0.092473367,0.106058137,0.121623156
15825,0.049760996,0.121614778,0.077989518,0.064799318,0.058175592,0.061236988,0.053986788
15826,0.143525131,0.206464787,0.142203405,0.112461535,0.08420516,0.100033074,0.115477308
15827,0.127941011,0.157022783,0.116455718,0.080460467,0.067777302,0.082192309,0.077666904
15828,-0.072803488,-0.050189158,-0.082819273,-0.097252098,-0.079849618,-0.067296144,-0.057790334
15829,0.033875909,0.062741608,0.021641026,0.018942552,0.025086526,0.026571164,0.043151863
15830,0.043163119,0.097950891,0.061468869,-0.01617884,-0.019955388,0.003382243,-0.000838054
15831,0.179705915,0.24780301,0.204905814,0.182784029,0.170238284,0.160932402,0.174448033
15832,0.033524794,0.134835967,0.09624715,0.087734371,0.022656699,0.023406686,0.036714452
15833,-0.01302645,0.052951641,0.058684572,0.020781296,-0.000576311,0.019696567,0.018397607
15834,0.058233623,0.114086931,0.100337146,0.08848933,0.075833867,0.068293505,0.060638092
15835,0.151001512,0.22295719,0.170293652,0.16253825,0.15722449,0.168158121,0.170457308
15836,-0.005292074,0.053924494,0.045318516,0.006796763,0.000701547,-0.00012797,0.006283516
15837,0.056165544,0.10685113,0.08258587,0.084255303,0.056698094,0.053106041,0.069002178
15838,0.07250663,0.132855233,0.090760583,0.062094189,0.059044049,0.080658313,0.071037555
15839,-0.064132039,-0.042234777,0.002285875,-0.053244426,-0.025609039,-0.045572007,-0.009695901
15840,0.182160845,0.276429188,0.20092079,0.235045302,0.190122194,0.181847756,0.188307104
15841,0.095421981,0.17735777,0.137024731,0.141816388,0.130903507,0.111256314,0.098437978
15842,-0.117395281,-0.089440392,-0.054381456,-0.117295915,-0.107215758,-0.100610487,-0.08075086
15843,-0.030854151,0.047938508,0.142276395,0.012373886,0.027502635,0.046687629,0.057916672
15844,-0.093611342,-0.079516938,-0.021350428,-0.076946418,-0.066486119,-0.069678553,-0.052350412
15845,0.095284581,0.169705283,0.106750975,0.101206749,0.11081708,0.114329175,0.110114576
15846,0.117229895,0.20929355,0.141390551,0.143139861,0.130997556,0.128823866,0.136253027
15847,0.125402634,0.22449593,0.127953267,0.110734196,0.089924714,0.083363626,0.087554904
15848,0.099252768,0.1934576,0.11890192,0.086108334,0.072832089,0.076939684,0.086456581
15849,0.098437968,0.14993411,0.100013939,0.13779682,0.119928216,0.11110321,0.101753718
15850,0.048927785,0.081873375,0.07963038,0.046006438,0.03430553,0.031759417,0.03585353
15851,0.197939372,0.209625248,0.146380746,0.136663084,0.144800943,0.168646961,0.193602059
15852,0.089022315,0.157615077,0.109414638,0.119391376,0.087462361,0.089378033,0.092723227
15853,0.172030395,0.230150424,0.171688766,0.164071193,0.139295262,0.157386512,0.174354859
15854,0.056977628,0.137668405,0.088267957,0.090900434,0.067722893,0.066019632,0.056189679
15855,0.098620445,0.147442907,0.099419458,0.103588115,0.087377433,0.097898756,0.096374731
15856,0.142673324,0.209704355,0.156660999,0.152244641,0.129467699,0.134994099,0.132206223
15857,0.177766359,0.173858644,0.093747624,0.122091242,0.119481659,0.130641086,0.129099926
15858,-0.090397992,-0.034658522,-0.031952546,-0.060223263,-0.055117847,-0.061874966,-0.051387812
15859,0.082265105,0.167027623,0.119151039,0.126183145,0.092457598,0.085558443,0.081633669
15860,0.131823921,0.22029215,0.167393837,0.129194355,0.122236237,0.114413058,0.116378397
15861,0.088259765,0.187892801,0.115295354,0.102437745,0.090619758,0.084658402,0.076326202
15862,0.077813781,0.126717256,0.072173043,0.050530007,0.043955033,0.045242067,0.065834923
15863,0.139091781,0.213733873,0.157390219,0.12630243,0.139561872,0.133202349,0.138857702
15864,0.117381551,0.193418551,0.129476931,0.155671537,0.112126732,0.122942356,0.118676472
15865,0.150138028,0.204348382,0.144800885,0.182037323,0.151874821,0.141539567,0.136679241
15866,-0.095540804,-0.017013031,0.029159404,-0.094064308,-0.07686285,-0.055982609,-0.063117532
15867,0.060123238,0.124264839,0.074502377,0.0638449,0.047910752,0.047575708,0.042556217
15868,0.101545466,0.181762018,0.129177456,0.135310994,0.117936091,0.104963149,0.101394596
15869,0.022035462,0.078572417,0.047070882,0.060872812,0.056522523,0.037160959,0.042148286
15870,0.096740837,0.143846741,0.091460493,0.101009215,0.09092824,0.08547599,0.071582687
15871,0.163406397,0.223263944,0.161321941,0.141918959,0.132709052,0.135298358,0.15514254
15872,-0.081686684,-0.055550173,-0.041640632,-0.054658372,-0.046406957,-0.031355703,-0.037099241
15873,0.172657838,0.221990007,0.164116372,0.152816762,0.140385729,0.149926601,0.161098683
15874,0.118890812,0.19492314,0.159793929,0.141670702,0.110529992,0.12951582,0.126325001
15875,0.155832266,0.233858913,0.195247653,0.175465726,0.146576299,0.151134201,0.156296407
15876,0.105162752,0.204080628,0.163151882,0.161745335,0.121106424,0.119478615,0.109310612
15877,0.14445561,0.203674169,0.141513346,0.140866753,0.108443655,0.129129986,0.114394593
15878,0.09872253,0.170859488,0.123898199,0.119816757,0.10709933,0.102234346,0.098617614
15879,0.090940949,0.165433445,0.119265972,0.083213228,0.080618069,0.08484973,0.089196658
15880,0.17630073,0.23934809,0.177920153,0.189019403,0.171480316,0.176777374,0.174084936
15881,0.085151294,0.130104142,0.099192361,0.130137706,0.105232622,0.121828625,0.094758436
15882,0.139691893,0.181608577,0.144493593,0.158903909,0.136501871,0.14020609,0.126551023
15883,0.075637128,0.123005545,0.081669857,0.023996429,0.010482173,0.026008308,0.024819197
15884,0.043188833,0.07747287,0.068922095,0.045063103,0.041950498,0.030358125,0.063641554
15885,0.100328681,0.119990293,0.091755242,0.102816061,0.112665566,0.127555096,0.084143907
15886,0.166450152,0.212821751,0.16830259,0.187856056,0.16487224,0.168302223,0.154028331
15887,0.239118795,0.279474849,0.231088538,0.216561181,0.210083796,0.236592832,0.215114958
15888,0.026672669,0.07862993,0.062655231,0.032201779,0.020150059,0.025018938,0.03058269
15889,0.165666371,0.154843388,0.097963673,0.106139279,0.121083719,0.144574683,0.1556286
15890,0.040098469,0.112912759,0.064736751,0.066365755,0.047524897,0.037300361,0.026172514
15891,0.063258009,0.146365046,0.084905938,0.101331126,0.062011999,0.056200779,0.068740074
15892,0.161319434,0.242879308,0.209236907,0.195186595,0.199420884,0.185089357,0.18375958
15893,0.029569545,0.085157507,0.044371671,0.071328982,0.031083283,0.005220849,0.018076334
15894,0.006638097,0.085541415,0.044083183,-0.008594857,-0.009485785,0.019210421,0.004873011
15895,0.017662472,0.086404548,0.049535487,0.038875011,0.037582559,0.052938295,0.037048703
15896,0.131117237,0.215800427,0.172112245,0.180722359,0.169176857,0.162214639,0.151317196
15897,0.102712828,0.172890352,0.13088347,0.110057944,0.101252049,0.121549031,0.118368812
15898,0.109998833,0.191415639,0.130469986,0.103129778,0.093613133,0.095679708,0.104456598
15899,-0.086770353,-0.090161549,-0.045511414,-0.087032651,-0.081679608,-0.072061998,-0.069533859
15900,0.116694658,0.113208502,0.084852115,0.092498111,0.0757272,0.075552473,0.036603491
15901,0.067092039,0.143819597,0.107653968,0.112458909,0.085193239,0.069226008,0.050827514
15902,-0.084162834,-0.075992015,-0.038202011,-0.072823143,-0.068685058,-0.06749979,-0.060987424
15903,-0.007741671,0.020816834,0.023717676,0.015963644,-0.001228585,-0.001565194,-0.001012221
15904,0.046716083,0.111128405,0.058298985,0.0668361,0.037380729,0.054900251,0.043601512
15905,0.081857008,0.142925239,0.109220686,0.121618619,0.089815567,0.078668063,0.076531631
15906,0.018541765,0.007485231,0.016304973,-0.01119644,-0.009261303,-0.007481901,-0.006901373
15907,0.15704426,0.23719516,0.167020535,0.146620177,0.145982832,0.128809319,0.145191793
15908,-0.007834306,0.049695652,0.032566156,0.016631326,0.004903036,-0.00706734,-0.006282592
15909,0.053025698,0.097771836,0.068575177,0.060112456,0.034966271,0.038707915,0.048021886
15910,0.17848648,0.235306921,0.147462971,0.159368888,0.147100529,0.151730531,0.158233859
15911,0.11111916,0.124192863,0.088863857,0.094899084,0.089715787,0.065158351,0.068511253
15912,0.032620087,0.080407045,0.04253459,0.071841851,0.01797218,0.021086556,0.030583285
15913,0.075623855,0.130376525,0.10774082,0.081665626,0.054055724,0.056142425,0.07444458
15914,0.074477644,0.152361524,0.099206715,0.108751741,0.071596498,0.083044664,0.083314516
15915,0.068787104,0.152444596,0.116037475,0.074163493,0.097120614,0.099015979,0.107222817
15916,0.120006367,0.1808746,0.151792063,0.128780814,0.092619623,0.086717528,0.097421393
15917,0.080714473,0.128978923,0.102255294,0.072029364,0.068737311,0.068077892,0.076823564
15918,0.181017582,0.243150176,0.211614767,0.210600054,0.178065291,0.184127988,0.163076296
15919,-0.025524139,-0.001081711,-0.015453442,-0.013451145,-0.003531093,-0.012145344,-0.002037278
15920,0.095220354,0.135881975,0.090381026,0.101334908,0.057056902,0.077333856,0.072342386
15921,0.031660597,0.065382898,0.047434567,0.049469297,0.031494349,0.028153851,0.055248969
15922,0.101208278,0.139662907,0.124363358,0.116014305,0.091323243,0.083718732,0.081086812
15923,0.069951156,0.115365271,0.103260249,0.076133276,0.09068264,0.091667175,0.074337788
15924,0.063188572,0.12987137,0.089408261,0.116455733,0.094058398,0.079316929,0.070929993
15925,0.121114721,0.185178215,0.152466853,0.163354189,0.128811151,0.123753444,0.113413465
15926,0.045394268,0.112152301,0.054562757,0.045650106,0.029869503,0.040471507,0.051861277
15927,0.050995364,0.11210455,0.072676131,0.051020892,0.025061397,0.034314426,0.035478954
15928,0.10342109,0.18296493,0.115653621,0.11113911,0.084816172,0.095229752,0.083838959
15929,0.13590314,0.178646394,0.136339578,0.125551662,0.104253614,0.123382005,0.138335504
15930,-0.007210935,0.047681288,0.045371663,0.006042047,-0.005634041,0.01750896,0.009821197
15931,0.036475373,0.10386396,0.050636415,0.029874729,0.036469734,0.038723105,0.05483662
15932,0.042956459,0.128134909,0.076795981,0.067688567,0.037463097,0.037508062,0.041899012
15933,0.074291343,0.125712746,0.09473189,0.073406673,0.074704451,0.084579412,0.077371151
15934,0.021175549,0.048330264,0.041477011,0.017903485,0.012990997,0.010416574,0.010460078
15935,0.125646959,0.188424179,0.126819403,0.159173296,0.132695183,0.12512222,0.116973744
15936,0.093834519,0.159662709,0.116121048,0.107615807,0.102801213,0.099116789,0.083271392
15937,0.093716436,0.151480256,0.107779761,0.127631542,0.08600257,0.086259899,0.074858721
15938,0.075738787,0.067901812,0.054064223,0.0650898,0.081347477,0.06398588,0.063642192
15939,0.049444638,0.112251157,0.080327897,0.065513815,0.06830177,0.061430938,0.073284141
15940,0.152261952,0.210728678,0.171262882,0.159970302,0.130011526,0.135667081,0.133071365
15941,0.070076594,0.119527563,0.076677426,0.116148433,0.089320577,0.060988711,0.064331566
15942,0.086662877,0.15092021,0.104824248,0.093881255,0.088776724,0.099141316,0.085448827
15943,0.130357143,0.164048409,0.134050942,0.117513312,0.115917546,0.111177407,0.119138138
15944,-0.068255071,-0.060925431,-0.023985598,-0.058775658,-0.051925271,-0.035017382,-0.024764014
15945,0.074705986,0.112079822,0.073123481,0.063325189,0.052250126,0.072239541,0.064667097
15946,0.034807557,0.07639026,0.054793448,0.026551322,0.027259714,0.062474792,0.035695519
15947,0.097063218,0.162930677,0.089449854,0.085519488,0.106629385,0.109520813,0.107687615
15948,0.09110356,0.147459957,0.100763881,0.065962961,0.078777866,0.058543466,0.069159972
15949,0.036956025,0.088760589,0.042666088,0.044865994,0.010107099,0.018535192,0.020929615
15950,0.059455464,0.116184135,0.081206989,0.084390467,0.06002382,0.046016916,0.044238534
15951,-0.059764778,-0.089134654,-0.077913819,-0.089515924,-0.0789174,-0.069369484,-0.038132136
15952,0.102258731,0.169253192,0.113358208,0.101424389,0.083315025,0.087905043,0.090296477
15953,0.091161646,0.201867028,0.158981959,0.083972352,0.081276303,0.081884644,0.085535187
15954,0.085598617,0.159075664,0.126788623,0.122242265,0.092263443,0.094294732,0.085990211
15955,-0.011500046,0.074292768,0.06076031,0.004066639,0.022381955,-0.006970832,0.006147523
15956,-0.065152982,-0.037457981,-0.044147543,-0.088481075,-0.067378756,-0.049679745,-0.029940768
15957,0.159142188,0.224387345,0.170943656,0.161666023,0.144068959,0.155084171,0.149600792
15958,-0.089552558,-0.041332742,-0.042880896,-0.066490317,-0.059621229,-0.031388619,-0.003235556
15959,-0.047664472,-0.033996159,-0.000300185,0.01319534,0.04431626,0.023441365,-0.002785627
15960,0.082544937,0.166865525,0.113758689,0.07874562,0.075392111,0.072576456,0.061708222
15961,0.063245483,0.138020844,0.091723963,0.101097427,0.08140893,0.087680097,0.083001055
15962,0.007119211,0.060510537,0.045955422,0.068829861,0.04265409,0.036236317,0.021813934
15963,-0.002669902,0.119241167,0.058183096,-0.013088564,0.005406887,0.003795924,0.001070733
15964,0.125051872,0.218151977,0.181565093,0.159143464,0.135626013,0.129424427,0.127872109
15965,0.133719534,0.224451003,0.182281982,0.131382401,0.11718455,0.108462934,0.111743887
15966,-0.07308405,0.062246358,0.09455204,-0.063961307,-0.035256528,-0.059379118,-0.026329879
15967,-0.016690222,-0.063199654,-0.011600921,-0.055444146,-0.049136419,-0.008443953,-0.008066211
15968,0.108446296,0.168165924,0.119800923,0.113711565,0.119339553,0.112754109,0.102267563
15969,-0.075484674,-0.044546239,-0.02997027,-0.061213577,-0.071876876,-0.062203642,-0.042427337
15970,0.15467282,0.180758914,0.133794849,0.158841763,0.136853317,0.140996184,0.095095548
15971,0.027823615,0.093975181,0.064190776,0.04541469,0.029952253,0.027244418,0.035212037
15972,0.070658473,0.122307029,0.09197333,0.127251744,0.109329952,0.091820687,0.071323217
15973,0.009457323,0.017874418,0.001307824,0.003937444,0.044866091,0.044855535,0.039713037
15974,0.108766674,0.185922666,0.110582574,0.105032753,0.103156492,0.109303439,0.105982708
